employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor
Eagan Zephania Talley,EZT0640,Eagan.Zephania.Talley@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Beatrice Alexis Kidd,BAK0964,Beatrice.Alexis.Kidd@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Jack Carlos Cannon,JCC0225,Jack.Carlos.Cannon@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Erich Malik Wolf,EMW0105,Erich.Malik.Wolf@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Kasper Lance Huffman,KLH0596,Kasper.Lance.Huffman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Shea Jane Franks,SJF0094,Shea.Jane.Franks@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle
Charity Stacey Jennings,CSJ0340,Charity.Stacey.Jennings@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Rae Melissa Wilson,RMW0542,Rae.Melissa.Wilson@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
Jorden Helen Pierce,JHP0583,Jorden.Helen.Pierce@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Hollee Shannon Dudley,HSD0457,Hollee.Shannon.Dudley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Yasir Wade Wilcox,YWW0660,Yasir.Wade.Wilcox@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Prescott Giacomo Conley,PGC0066,Prescott.Giacomo.Conley@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
Medge Serina Obrien,MSO0222,Medge.Serina.Obrien@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Wang Dean Vasquez,WDV0573,Wang.Dean.Vasquez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Quail Rana Mclean,QRM0739,Quail.Rana.Mclean@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Alfreda Sierra Savage,ASS0517,Alfreda.Sierra.Savage@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Leonard Uriel Ramos,LUR0896,Leonard.Uriel.Ramos@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Eve Shaeleigh Holman,ESH0283,Eve.Shaeleigh.Holman@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Whoopi Britanney Camacho,WBC0192,Whoopi.Britanney.Camacho@dtaa.com,Manager,1,6 - PurchasingAndContracts,3 - Contracts,,Kirby Bo Pollard
Penelope Lysandra Hayes,PLH0715,Penelope.Lysandra.Hayes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Vivian Sarah Arnold,VSA0230,Vivian.Sarah.Arnold@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson
Kermit Jonas Gould,KJG0910,Kermit.Jonas.Gould@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Deborah Barbara White,DBW0483,Deborah.Barbara.White@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Kyla Blythe Carter,KBC0054,Kyla.Blythe.Carter@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,,Summer Leilani Boyer
Cathleen Samantha Craig,CSC0217,Cathleen.Samantha.Craig@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Burke Rooney Stafford,BRS0734,Burke.Rooney.Stafford@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Keane Nicholas Blevins,KNB0022,Keane.Nicholas.Blevins@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,2 - EmployeeRelations,,Blaze Trevor Stone
Paula Isabelle Santiago,PIS0522,Paula.Isabelle.Santiago@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Aretha Dorothy Deleon,ADD0846,Aretha.Dorothy.Deleon@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Martin Armand Douglas,MAD0496,Martin.Armand.Douglas@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Nicholas Kato Pennington,NKP0236,Nicholas.Kato.Pennington@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
Valentine Lucian Benjamin,VLB0647,Valentine.Lucian.Benjamin@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Dai Keely Bullock,DKB0631,Dai.Keely.Bullock@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Kylie Elizabeth Santos,KES0729,Kylie.Elizabeth.Santos@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Isadora Buffy Brewer,IBB0696,Isadora.Buffy.Brewer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Bethany Lydia Lyons,BLL0929,Bethany.Lydia.Lyons@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball
Allegra Bree Coffey,ABC0174,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Hector Abraham Hayes,HAH0248,Hector.Abraham.Hayes@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris
Nyssa Britanney Carver,NBC0412,Nyssa.Britanney.Carver@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Cade Rajah Patterson,CRP0456,Cade.Rajah.Patterson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Josephine Indira Garza,JIG0128,Josephine.Indira.Garza@dtaa.com,MechanicalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison
Ivor Jelani Robbins,IJR0825,Ivor.Jelani.Robbins@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Xander Walter Doyle,XWD0923,Xander.Walter.Doyle@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews
Leslie Denise Dillon,LDD0560,Leslie.Denise.Dillon@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington
Elaine Sonya Hughes,ESH0135,Elaine.Sonya.Hughes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Risa Hillary Obrien,RHO0732,Risa.Hillary.Obrien@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Dennis Gray Wilson,DGW0752,Dennis.Gray.Wilson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Hillary Piper Riddle,HPR0585,Hillary.Piper.Riddle@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Teagan Briar Townsend,TBT0461,Teagan.Briar.Townsend@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Sonia Anne Kirkland,SAK0375,Sonia.Anne.Kirkland@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Blaze Jakeem Hahn,BJH0811,Blaze.Jakeem.Hahn@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George
Thomas Vladimir Stokes,TVS0006,Thomas.Vladimir.Stokes@dtaa.com,VicePresident,1,4 - Finance,,,Mona Susan Shannon
Frances Alisa Wiggins,FAW0032,Frances.Alisa.Wiggins@dtaa.com,Manager,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Fatima Ulla Mcclure
Wanda Samantha Rogers,WSR0241,Wanda.Samantha.Rogers@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
Lilah Renee Wagner,LRW0970,Lilah.Renee.Wagner@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Zachary Myles Cardenas,ZMC0284,Zachary.Myles.Cardenas@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Samantha Audrey Curtis,SAC0687,Samantha.Audrey.Curtis@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne
Cathleen Kelsey Burke,CKB0427,Cathleen.Kelsey.Burke@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Blaze Trevor Stone,BTS0011,Blaze.Trevor.Stone@dtaa.com,Director,1,1 - Adminstration,2 - EmployeeRelations,,Halla Cathleen Simmons
Ingrid Irene Atkins,IIA0092,Ingrid.Irene.Atkins@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle
Wesley Kasper Duffy,WKD0013,Wesley.Kasper.Duffy@dtaa.com,Director,1,1 - Adminstration,4 - Safety,,Halla Cathleen Simmons
Jaden Nicole Johnston,JNJ0556,Jaden.Nicole.Johnston@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington
Tarik Linus Hubbard,TLH0648,Tarik.Linus.Hubbard@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Iona Brenda Payne,IBP0883,Iona.Brenda.Payne@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
William Aristotle Sampson,WAS0254,William.Aristotle.Sampson@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry
Quemby Nita Pollard,QNP0216,Quemby.Nita.Pollard@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Katelyn Lani Murray,KLM0639,Katelyn.Lani.Murray@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Ariel Ina Barrett,AIB0948,Ariel.Ina.Barrett@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Raphael Benjamin Bryan,RBB0485,Raphael.Benjamin.Bryan@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Robert Zeus Cox,RZC0746,Robert.Zeus.Cox@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Myles Donovan Macias,MDM0976,Myles.Donovan.Macias@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson
Xandra Briar Nielsen,XBN0229,Xandra.Briar.Nielsen@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson
Shaeleigh MacKenzie Harris,SMH0291,Shaeleigh.MacKenzie.Harris@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Mallory Charissa Dixon,MCD0125,Mallory.Charissa.Dixon@dtaa.com,MechanicalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison
Matthew Harper Glass,MHG0244,Matthew.Harper.Glass@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris
Robert Aristotle Stevenson,RAS0432,Robert.Aristotle.Stevenson@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Emily Illana Perry,EIP0997,Emily.Illana.Perry@dtaa.com,ElectricalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison
Elvis Marshall Walton,EMW0772,Elvis.Marshall.Walton@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Sasha Britanney Quinn,SBQ0786,Sasha.Britanney.Quinn@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Summer Leilani Boyer
Phelan Dieter Hendricks,PDH0716,Phelan.Dieter.Hendricks@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
George Zachery Burch,GZB0469,George.Zachery.Burch@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Naomi Meredith Baxter,NMB0972,Naomi.Meredith.Baxter@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Octavia Nora Leblanc,ONL0276,Octavia.Nora.Leblanc@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Meghan Brianna Jensen,MBJ0312,Meghan.Brianna.Jensen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Daphne Ruby Reilly,DRR0242,Daphne.Ruby.Reilly@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
Aurora Jael Hopkins,AJH0175,Aurora.Jael.Hopkins@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Lester Quamar Pearson,LQP0508,Lester.Quamar.Pearson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Dante Vaughan Weber,DVW0103,Dante.Vaughan.Weber@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Sierra Margaret Barker,SMB0804,Sierra.Margaret.Barker@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn
Kylie Brielle Greer,KBG0549,Kylie.Brielle.Greer@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
Brianna Aretha Hopper,BAH0875,Brianna.Aretha.Hopper@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Shelby Lila Turner,SLT0907,Shelby.Lila.Turner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Joseph Alan Vaughan,JAV0361,Joseph.Alan.Vaughan@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Claire Olivia Martin,COM0321,Claire.Olivia.Martin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Chaim Chadwick Chang,CCC0393,Chaim.Chadwick.Chang@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
Quintessa Shana Vance,QSV0778,Quintessa.Shana.Vance@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Britanni Marah Cash,BMC0547,Britanni.Marah.Cash@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
Akeem William Mayer,AWM0764,Akeem.William.Mayer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Felicia Xantha Farley,FXF0957,Felicia.Xantha.Farley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Sylvia Velma Sweet,SVS0871,Sylvia.Velma.Sweet@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Dexter Jamal Simon,DJS0682,Dexter.Jamal.Simon@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne
Nigel Harrison Estrada,NHE0919,Nigel.Harrison.Estrada@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews
Meredith Pamela Tanner,MPT0376,Meredith.Pamela.Tanner@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan
Akeem Quamar Davenport,AQD0820,Akeem.Quamar.Davenport@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George
Yardley Ezra Vang,YEV0793,Yardley.Ezra.Vang@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn
Zane Cadman Fields,ZCF0590,Zane.Cadman.Fields@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Kevyn Quin Charles,KQC0708,Kevyn.Quin.Charles@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Lavinia Justine Richmond,LJR0523,Lavinia.Justine.Richmond@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Caldwell Quamar Head,CQH0701,Caldwell.Quamar.Head@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Patricia Denise Wright,PDW0259,Patricia.Denise.Wright@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry
Fitzgerald Wayne Miranda,FWM0707,Fitzgerald.Wayne.Miranda@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Hayes Drake Stephenson,HDS0367,Hayes.Drake.Stephenson@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Jeremy Rooney Henderson,JRH0455,Jeremy.Rooney.Henderson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Stephanie Eliana Rasmussen,SER0165,Stephanie.Eliana.Rasmussen@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,2 - Sales,,Donovan Carlos Chapman
Sandra Beverly Diaz,SBD0913,Sandra.Beverly.Diaz@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Delilah Iliana Wilkinson
Jerry Kennan Fischer,JKF0465,Jerry.Kennan.Fischer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Carl Ferdinand Wong,CFW0264,Carl.Ferdinand.Wong@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle
Basia Nevada Riggs,BNR0965,Basia.Nevada.Riggs@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Alice Sierra Valenzuela,ASV0946,Alice.Sierra.Valenzuela@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Kasimir Nehru Galloway,KNG0672,Kasimir.Nehru.Galloway@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez
Nola Nerea Ayala,NNA0610,Nola.Nerea.Ayala@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Kane Quinlan Stevenson,KQS0415,Kane.Quinlan.Stevenson@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Merrill Hiram Hess,MHH0180,Merrill.Hiram.Hess@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Eric Gray Duncan,EGD0132,Eric.Gray.Duncan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Vladimir Thomas Todd,VTT0385,Vladimir.Thomas.Todd@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan
Anastasia Sage Griffith,ASG0692,Anastasia.Sage.Griffith@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne
William Price Robles,WPR0368,William.Price.Robles@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Hu Akeem Vincent,HAV0121,Hu.Akeem.Vincent@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle
Hayley Carolyn Cunningham,HCC0344,Hayley.Carolyn.Cunningham@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Ursa Britanney Frederick,UBF0645,Ursa.Britanney.Frederick@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Todd Scott Roth,TSR0676,Todd.Scott.Roth@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez
Nathan Kenneth Hicks,NKH0979,Nathan.Kenneth.Hicks@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,2 - EmployeeRelations,,Blaze Trevor Stone
Sigourney Xandra Maddox,SXM0895,Sigourney.Xandra.Maddox@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Kenyon Chancellor Sharpe,KCS0173,Kenyon.Chancellor.Sharpe@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Cyrus Connor Atkinson,CCA0046,Cyrus.Connor.Atkinson@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Priscilla Martha Vinson,PMV0850,Priscilla.Martha.Vinson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Preston Kennan Burns,PKB0281,Preston.Kennan.Burns@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Martin Ivan Cooper,MIC0726,Martin.Ivan.Cooper@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Samson Denton Oconnor,SDO0170,Samson.Denton.Oconnor@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Vincent Avram Aguirre,VAA0087,Vincent.Avram.Aguirre@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry
Emmanuel Lawrence Briggs,ELB0847,Emmanuel.Lawrence.Briggs@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Sharon Britanni Kerr,SBK0161,Sharon.Britanni.Kerr@dtaa.com,Director,1,5 - SalesAndMarketing,3 - FieldService,,Hyatt Trevor Hayes
Axel Seth Lewis,ASL0378,Axel.Seth.Lewis@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan
Tobias Lucas Morin,TLM0797,Tobias.Lucas.Morin@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn
Steel Orson Fields,SOF0808,Steel.Orson.Fields@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George
Sybill Grace Mckay,SGM0021,Sybill.Grace.Mckay@dtaa.com,AdministrativeAssistant,1,1 - Adminstration,2 - EmployeeRelations,,Blaze Trevor Stone
Mark Yardley Dunlap,MYD0978,Mark.Yardley.Dunlap@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson
Francis Brian Armstrong,FBA0348,Francis.Brian.Armstrong@dtaa.com,Manager,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Fatima Ulla Mcclure
August Ronan Lucas,ARL0034,August.Ronan.Lucas@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe
Yoshio Joseph Farmer,YJF0532,Yoshio.Joseph.Farmer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Rogan Judah Mcintyre,RJM0381,Rogan.Judah.Mcintyre@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan
Vernon Samuel Sawyer,VSS0154,Vernon.Samuel.Sawyer@dtaa.com,AdministrativeStaff,1,4 - Finance,2 - Payroll,,Vera Mollie Jenkins
Jonah Merritt Wilder,JMW0638,Jonah.Merritt.Wilder@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
